,cid,smiles,NR3C1
9617,54618493,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4,0
9618,54631864,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3OC)ccc2OC[C@H](C)NC[C@@H]1C,0
9619,60190244,COc1ccc2c3c([C@@H](CO)NCC34CN(C4)S(=O)(=O)c5cccc(C)c5)n(C)c2c1,0
9620,54646350,COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@@H](CO)O[C@H](CC(=O)N5CCN(C)CC5)C[C@H]4c3c2)cc1,0
9621,54652554,OC[C@H]1[C@@H]2[C@@H](CNc3ccccc23)N1C(=O)C4CCCCC4,0
9622,56835236,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2c3ccccc3C1=O,0
9623,54650203,CCc1cnc(s1)N2[C@H](CO)[C@H]([C@H]2C#N)c3ccc(cc3)c4cccc(F)c4,0
9624,54651292,COCC(=O)NC[C@H]1[C@H]([C@H](CO)N1C(=O)C2CC2)c3ccc(cc3)C4=CCCC4,0
9625,44618659,CCCN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO,0
9626,54619491,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)c3ccccc3F,0
9627,54651212,OC[C@H]1[C@@H]([C@@H](CNC(=O)c2ccccn2)N1Cc3cccnc3)c4ccccc4,0
9628,44488163,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)OCc3cnnn3CCCC1=O,0
9629,44502225,COc1ccc(NC(=O)N(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(cc3C(=O)N(C[C@@H]2C)[C@H](C)CO)N(C)C)cc1,0
9630,44497476,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2Oc3c(cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)N(C)C,0
9631,54631337,CCCNC(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c3ccccc3F,0
9632,54650031,COc1ccccc1c2ccc(cc2)[C@H]3[C@@H](CO)N[C@@H]3C#N,0
9633,60185096,COc1cc(CN2C[C@@H]3N[C@H](C2)[C@@H]3c4ccc(\C=C\c5ccccc5)cc4)cc(OC)c1,0
9634,23958168,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)COc2c3C=CC(=O)Oc3cc4occc24,0
9635,44496792,CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(=O)(=O)c3ccccc3)[C@@H](C)CN([C@H](C)CO)C(=O)Cc2c1,0
9636,54649895,OC[C@H]1[C@H]([C@H](C#N)N1C(=O)C2CCCC2)c3ccccc3,0
9637,54653997,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@H]3N(C)C(=O)c2c1,0
9638,54638834,OC[C@H]1O[C@H](CC(=O)Nc2nccs2)CC[C@H]1NC(=O)CCN3CCCCC3,0
9639,96670,CCCCc1oc2ccccc2c1C(=O)c3ccc(O)cc3,0
9640,54618572,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cncnc2)Oc3cc(ccc3S1(=O)=O)C#CC4CCCC4,0
9641,44486352,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0
9642,56835406,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2c(C)onc2C)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
9643,44494121,CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)NC(C)C)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO,0
9644,44505465,COc1ccccc1NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@H](C)CO)nn3,0
9645,54649551,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@H]1O2)c4ccccc4)C#N,0
9646,54631919,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(Cl)c3)ccc2OC[C@@H](C)NC[C@H]1C,0
9647,54618652,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)Oc3cc(ccc3S1(=O)=O)C#CCN(C)C,0
9648,54638967,OC[C@@H]1O[C@@H](CCNC(=O)c2ccc(F)cc2)CC[C@H]1NC(=O)Nc3ccc(Cl)c(Cl)c3,0
9649,54649460,CC(C)(C)[S@](=O)N1Cc2cc(nc(c3cccc(c3)c4cccc(c4)C#N)c2[C@@H]1CCO)C(=O)NCCc5ccncc5,0
9650,54646042,COCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)CN(C)C)cc23)[C@@H](CO)O1,0
9651,54632197,CCC(=O)Nc1ccc2C(=O)N(C)C[C@@H](OC)[C@H](C)CN([C@@H](C)COc2c1)C(=O)c3ccc(F)cc3,0
9652,54661272,CC(C)NC(=O)N1[C@H]2CN3C(=CC=C(C3=O)c4cccc(c4)C(=O)N(C)C)[C@@H]1[C@@H]([C@H]2CO)C(=O)O,0
9653,54650196,CC(C)NC(=O)N1[C@@H](CO)[C@@H]([C@H]1C#N)c2ccc(cc2)C#CC3CCCCC3,0
9654,60185185,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(CC34CN(C4)C(=O)CC5CC5)C(=O)c6cccc(F)c6,0
9655,54649102,CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c2ccc(Cl)cc2,0
9656,56835222,COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3c4ccccc4C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,0
9657,54631486,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)C)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)C3CCOCC3,0
9658,6336338,CSc1ccc(cc1)[C@H]2CN3CCC[C@H]3c4ccccc24,0
9659,54615102,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0
9660,54660719,C[C@@H](NC(=O)[C@H]1N[C@@H]2[C@@H](CN3C(=O)C(=CC=C23)C4=CCCC4)[C@@H]1CO)c5ccccc5,0
9661,60191651,CCCNC(=O)N1CC2(C1)[C@H]([C@@H](CO)N2Cc3ccccn3)c4ccccc4,0
9662,54650019,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)c2ccc3OCOc3c2)c4ccccc4,0
9663,54646113,COC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(N)cc23)[C@H](CO)O1,0
9664,54631932,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCOCC3)ccc2OC[C@@H](C)N(CC4CC4)C[C@@H]1C,0
9665,54613906,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc2CC1=O,0
9666,54649487,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,0
9667,60185139,C\C=C\c1ccc(cc1)[C@@H]2[C@@H]3CN(C[C@H]2N3)S(=O)(=O)C,0
9668,54637892,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)C)OCc2ccccc2c3ccccc3C1=O,0
9669,60189853,OC[C@@H]1[C@H](c2ccccc2)C3(CN(C3)C(=O)C4CC4)N1Cc5nccs5,0
9670,44497608,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O,0
9671,54660761,OC[C@H]1[C@@H]2CN3C(=CC=C(C3=O)c4ccc(F)cc4)[C@@H](N2)[C@@H]1C(=O)NCCc5ccncc5,0
9672,54660926,COC(=O)[C@H]1[C@H](CO)[C@H]2CN3C(=O)C(=CC=C3[C@H]2N1Cc4ccc5OCOc5c4)C6=CCCCC6,0
9673,44620440,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,0
9674,54618920,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc3ncc(cc3C1=O)c4cccc(c4)C#N,0
9675,54653994,CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)O[C@H]2COc4ccc(NC(=O)c5cscn5)cc4C1=O,0
9676,44494947,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,0
9677,54639018,CN1CCN(CC1)C(=O)C[C@@H]2CC[C@@H](NC(=O)c3ccc4OCOc4c3)[C@@H](CO)O2,0
9678,44618418,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0
9679,44485146,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)onc2C)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C,0
9680,54657901,O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)CC[C@H]2N(CCC(F)(F)F)C1,0
9681,54664980,Cc1ccccc1S(=O)(=O)N2CC[C@H]3[C@@H](CO)Nc4ccc(cc4[C@@H]23)C#Cc5ccccc5,0
9682,54646675,COc1ccccc1CNC(=O)C[C@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)CN(C)C)cc34)[C@H](CO)O2,0
9683,54615108,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4c(C)onc4C)cc3C1=O,0
9684,54638334,OC[C@@H]1O[C@@H](CC(=O)NCCc2cscn2)C=C[C@@H]1NC(=O)C3CCOCC3,0
9685,60190945,CC(C)C#Cc1ccc(cc1)[C@H]2[C@H](CO)N3[C@H]2CN(CC3=O)C(=O)NC4CCCC4,0
9686,54631482,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)c3ccc(F)cc3,0
9687,60185194,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(CC34CCN(CC4)C(=O)Nc5ccccc5)S(=O)(=O)C,0
9688,54657575,O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCCCN3CCOCC3)CC[C@@H]2N(C1)C(=O)c4ccccc4,0
9689,54638666,OC[C@H]1O[C@@H](CC(=O)NCC2CCCCC2)C=C[C@@H]1NC(=O)Nc3cccc(F)c3,0
9690,54661293,CN1[C@H]([C@H](CO)[C@H]2CN3C(=CC=C(C3=O)c4cncnc4)[C@@H]12)C(=O)NC5Cc6ccccc6C5,0
9691,54650152,CCc1cnc(s1)N2[C@H](CO)[C@@H]([C@H]2C#N)c3ccc(cc3)C4=CCCCC4,0
9692,54660617,O[C@H]1COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)c4ccccc4)CC[C@H]2N(C1)C(=O)c5ccccc5,0
9693,54618544,C\C=C\c1ccc2c(O[C@@H](CN(C)C(=O)Cc3cccnc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0
9694,54658780,O[C@H]1COC[C@H]2O[C@H](CC(=O)NCc3cccc(F)c3)CC[C@@H]2N(Cc4ccc(Cl)cc4)C1,0
9695,54668813,Cc1ccccc1S(=O)(=O)N2CCCCN3[C@@H](CO)[C@H]([C@@H]3C2)c4ccc(cc4)c5cncnc5,0
9696,54666571,COc1ccccc1NC(=O)N2CCCCN3[C@@H](CO)[C@@H]([C@@H]3C2)c4ccc(cc4)c5cccc(c5)C#N,0
9697,56835573,COc1cccc(c1)c2cccc(c2)c3nc(cc4CN([C@H](CCO)c34)S(=O)C(C)(C)C)C(=O)NCCCN5CCOCC5,0
9698,1258678,CCN(CC)c1c2CCCCc2cc(SCC(=O)c3cccs3)c1C#N,0
9699,54639102,COc1ccc(NC(=O)N[C@@H]2CC[C@H](CC(=O)NC3CCC3)O[C@@H]2CO)cc1,0
9700,596344,COC(=O)c1c(C)cc(OC)cc1O,0
9701,54649639,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0
9702,54615053,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)CC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,0
9703,54637836,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)OCc3ccccc3c4ccccc4C1=O,0
9704,54649817,COc1ccc(C[C@@H]2CCn3cc(COC[C@H](Cc4ccccc4)NC2=O)nn3)cc1,0
9705,54639000,COc1ccccc1S(=O)(=O)N[C@H]2CC[C@@H](CCn3cc(nn3)C4CCCCC4)O[C@H]2CO,0
9706,4780,NC(=NC(=Nc1ccccc1)N)N,1
9707,44488155,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2C(F)(F)F)OCc3cn(CCCC1=O)nn3,0
9708,54638830,COc1ccccc1S(=O)(=O)N[C@H]2C=C[C@@H](CC(=O)N3CCCCC3)O[C@@H]2CO,0
9709,9910224,COc1nc(C)cnc1NS(=O)(=O)c2cccnc2c3ccc(cc3)c4ocnn4,0
9710,17562110,CC(C)c1ccc(cc1)n2nnnc2SCc3nc(N)nc(N)n3,0
9711,54645942,C[C@@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc23)[C@H](CO)O1)c5ccccc5,0
9712,60191201,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c3cnccn3)c4ccc(\C=C\c5ccccc5)cc4,0
9713,54618717,CCCNC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#CC(C)(C)O,0
9714,54638637,CC(C)c1cn(CC[C@@H]2CC[C@@H](NC(=O)C3CC3)[C@H](CO)O2)nn1,0
9715,44503931,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3ccc(cc3CC1=O)N(C)C,0
9716,54657671,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)N3CCCCC3)CC[C@H]2N(C1)C(=O)c4ccc(F)cc4,0
9717,44483910,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2C(F)(F)F)OCc3cn(CCCC1=O)nn3,0
9718,54649616,CO[C@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](OC)[C@H](C)C(=O)N(C)C[C@H]1O2)C#N,0
9719,54649674,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0
9720,44504018,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)Nc3cccc4ccccc34)cc2CC1=O,0
9721,60189914,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(CC34CCN(CC4)C(=O)Nc5ccc6OCOc6c5)C(=O)Nc7ccc(F)cc7,0
9722,54654253,CN1[C@@H]2CC[C@@H](CC(=O)Nc3cn(C)nc3C)O[C@H]2COc4ccc(NC(=O)c5cccc(F)c5)cc4C1=O,0
9723,54632094,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(OC)c3)ccc2OC[C@H](C)N(CC4CC4)C[C@H]1C,0
9724,54654212,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc4ccc(NC(=O)c5cccc(F)c5)cc4C1=O,0
9725,60191218,CC(C)C#Cc1ccc(cc1)[C@H]2[C@H](CO)N3[C@@H]2CN(CC3=O)C(=O)Cc4ccccc4,0
9726,60189773,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc4nccs4)CC35CCN(Cc6cccnc6)CC5,0
9727,60189832,COc1ccc2c3c([C@H](CO)N(CC34CCN(Cc5ccncc5)CC4)C(=O)CN6CCOCC6)n(C)c2c1,0
9728,54654047,CN1[C@H]2CC[C@H](CC(=O)O)O[C@H]2COc3ccc(NC(=O)c4ccc(Cl)cc4)cc3C1=O,0
9729,54651385,CCC(=O)N1[C@H](CO)[C@H]([C@@H]1CN(C(C)C)S(=O)(=O)C)c2ccccc2,0
9730,54638277,Cn1cnc(c1)S(=O)(=O)N[C@@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@H]2CO,0
9731,54665014,Cc1ccc(cc1)S(=O)(=O)N2CC[C@H]3[C@@H](CO)Nc4ccc(cc4[C@@H]23)C#Cc5ccc(F)cc5,0
9732,54645903,OC[C@H]1O[C@H](CC(=O)NCc2cccnc2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)C5CCOCC5)cc34,0
9733,54632213,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2OC[C@H](C)NC[C@H]1C,0
9734,44488210,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O,0
9735,60187853,OC[C@@H]1Nc2ccc(Br)cc2[C@H]3[C@@H]1CCN3C(=O)C4CCCC4,0
9736,54615024,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4c(C)onc4C)cc3C1=O,0
9737,54646650,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Cc4ccncc4)cc23)[C@H](CO)O1)c5ccccc5,0
9738,54638917,OC[C@@H]1O[C@@H](CCn2cc(nn2)C3CC3)CC[C@H]1NC(=O)Nc4cc(F)ccc4F,0
9739,54631708,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C)ccc2OC[C@H](C)N(Cc3ccccc3OC)C[C@H]1C,0
9740,54660789,CCN1[C@@H]2CN3C(=CC=C(C3=O)c4ccccc4F)[C@H]1[C@H]([C@@H]2CO)C(=O)NCc5ccc(F)cc5,0
9741,44500181,COc1ccc(NC(=O)N(C)C[C@@H]2Oc3c(NC(=O)NC4CCCCC4)cccc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,0
9742,54628093,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4,0
9743,44499268,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4c(cccc4C1=O)N(C)C,0
9744,60191374,CCC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c3ccc(cc3)c4ccc(cc4)C#N,0
9745,54652484,COCC(=O)N1[C@H](CO)[C@H]2[C@@H]1CN(C(=O)Nc3cc(F)ccc3F)c4ccccc24,0
9746,60190136,CCCNC(=O)N1CC2(CCN(CC2)C(=O)Nc3cccc(F)c3)c4c([C@@H]1CO)n(C)c5cc(OC)ccc45,0
9747,54639103,COc1ccc(NC(=O)N[C@H]2CC[C@@H](CC(=O)NC3CCC3)O[C@H]2CO)cc1,0
9748,50904129,Cc1csc(NC(=O)c2oc(COc3ccccc3F)cc2)n1,0
9749,54638571,COc1cccc(c1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN)O[C@@H]2CO,0
9750,54618491,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc4cc(ccc4S1(=O)=O)c5ccccc5,0
9751,44486354,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc(Oc3ccccn3)c2)OCc4cn(CCCC1=O)nn4,0
9752,44485144,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)onc2C)OCCCC[C@H](C)Oc3ccc(cc3C1=O)N(C)C,0
9753,54654073,COc1cccc(c1)C(=O)Nc2ccc3OC[C@H]4O[C@@H](CC(=O)NCC(F)(F)F)CC[C@@H]4N(C)C(=O)c3c2,0
9754,443278,Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2,0
9755,60182741,CN(C[C@H]1N[C@H](CO)[C@@H]1c2ccc(cc2)c3cccnc3)C(=O)NC4CCCC4,0
9756,54638257,OC[C@H]1O[C@H](CC(=O)NCc2ccc3OCOc3c2)C=C[C@H]1NC(=O)Nc4cc(F)ccc4F,0
9757,60191654,OC[C@H]1[C@@H](c2ccccc2)C3(CN(C3)C(=O)C4CCCCC4)N1C(=O)c5cccnc5,0
9758,54654168,CNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1,0
9759,54615090,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4c(C)onc4C)cc3C1=O,0
9760,54618917,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0
9761,44496416,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,0
9762,54649367,CC(C)(C)[S@@](=O)N1Cc2cc(nc(c3cccc(c3)c4cccnc4)c2[C@H]1CCO)C(=O)NCc5ccc6OCOc6c5,0
9763,54657736,O[C@H]1COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)c4ccccc4)CC[C@H]2N(C1)C(=O)c5cccnc5,0
9764,54639134,Cc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2CO,0
9765,44492109,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)C(=O)CCCN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,0
9766,295425,Cc1ccc(NC(=O)COc2ccc(Cl)cc2Cl)c(c1)[N+](=O)[O-],0
9767,60189568,CCCNC(=O)N1C[C@@H]2[C@H]([C@@H](CO)N2C(=O)C1)c3ccc(cc3)C#CCC4CCCC4,0
9768,54631520,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)Nc4ccccc4OC,0
9769,44505379,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)OCc3cn(CCCC1=O)nn3,0
9770,54652591,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)C3CC3)c4ccccc24)N1C(=O)c5ccccc5,0
9771,44490402,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)N(C)C,0
9772,60189498,CCCC#Cc1ccc(cc1)[C@H]2[C@H](CO)N3[C@@H]2CN(CC3=O)S(=O)(=O)c4ccccc4C,0
9773,44495973,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,0
9774,60185004,COc1ccccc1NC(=O)N2C[C@@H]3N[C@H](C2)[C@@H]3c4ccc(cc4)c5ccc(cc5)C(=O)N(C)C,0
9775,54632023,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@H]1C)OC,0
9776,54646137,COc1ccccc1CNC(=O)C[C@@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)c5ccc6OCOc6c5)cc34)[C@H](CO)O2,0
9777,54666584,CC(C)(O)C#Cc1ccc(cc1)[C@H]2[C@@H](CO)N3CCCCN(C[C@@H]23)S(=O)(=O)C,0
9778,54657989,CN1CCN(CC1)C(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@H](O)CN3Cc4cccc(F)c4)O2,0
9779,54649709,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,0
9780,60189913,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(CC34CCN(CC4)C(=O)Nc5ccc6OCOc6c5)C(=O)Nc7ccc(F)cc7,0
9781,54638799,Cc1ccc(cc1)S(=O)(=O)NCC[C@@H]2CC[C@H](NC(=O)CC3CC3)[C@H](CO)O2,0
9782,60183177,OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)c3cccnc3)c4ccc(cc4)C#CCC5CCCC5,0
9783,54637958,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2c(C)onc2C)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
9784,54652684,OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CCOCC3)c4ccccc24)N1C(=O)Cc5ccccc5,0
9785,54618554,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCOCC2)Oc3cc(ccc3S1(=O)=O)c4cccnc4,0
9786,60189653,CCC(=O)N1[C@H](CO)[C@H](c2ccccc2)C13CN(C3)C(=O)c4ccc5OCOc5c4,0
9787,54650134,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)Cc2ccncc2)c3ccc(cc3)C4=CCCCC4,0
9788,54637725,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCc3ccccc3c4ccccc4C1=O,0
9789,54626632,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2cc(ccc2S1(=O)=O)C#CCN(C)C,0
9790,60190029,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(CC34CCN(CC4)S(=O)(=O)C)C(=O)C5CCOCC5,0
9791,44493879,COc1ccc(CN(C)C[C@@H]2Oc3ccc(NC(=O)Cn4cnnn4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,0
9792,44483763,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3c(NC(=O)NC4CCCCC4)cccc3C1=O,0
9793,54660896,CCCN1[C@@H]([C@@H](CO)[C@@H]2CN3C(=CC=C(C3=O)c4ccccc4OC)[C@H]12)C(=O)Nc5nccs5,0
9794,54661366,CN1[C@H]2CN3C(=O)C(=CC=C3[C@@H]1[C@@H]([C@H]2CO)C(=O)NCC4CCCCC4)c5ccccc5,0
9795,54621325,CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)c3ccccc3OC,0
9796,44505041,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(O)c2)OCc3cn(CCCC1=O)nn3,0
9797,15301607,[O-][N+](=O)c1ccc2[nH]c(COCc3nc4ccccc4[nH]3)nc2c1,0
